ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0397946797311,0.00524599663913,0.0726687163115,0.273495614529,0.608794987202
2,0.828102588654,0.000154986060807,0.00256496411748,0.144531920552,0.0246455501765
3,0.284877181053,0.00291837519035,0.0140818348154,0.287716835737,0.410405755043
4,0.229229137301,0.00301286880858,0.018183697015,0.263173490763,0.486400842667
5,0.491197496653,0.000216128537431,0.00365657242946,0.434752196074,0.0701776221395
6,0.0858872830868,0.00280936155468,0.0322500057518,0.62950694561,0.249546423554
7,0.223360225558,0.0410416536033,0.475334227085,0.106494054198,0.153769865632
8,0.861277639866,0.0098361922428,0.0185305811465,0.0114082293585,0.0989473387599
9,0.8449010849,0.000179133727215,0.00139554135967,0.0946021899581,0.0589219257236
10,0.32342684269,0.00072507886216,0.052375216037,0.524693727493,0.0987791642547
11,0.650570452213,0.0002053303906,0.00146134325769,0.205011725426,0.142751067877
12,0.0139924902469,0.00575530156493,0.231037721038,0.418833523989,0.3303809762
13,0.699642419815,0.00129516830202,0.0186344012618,0.132123917341,0.148303985596
14,0.848205566406,0.000685434206389,0.00317391054705,0.0387962386012,0.10913888365
15,0.755027770996,0.000102620913822,0.00269894651137,0.229907363653,0.0122632309794
16,0.632351279259,8.79130748217e-05,0.00134982843883,0.293229520321,0.0729815140367
17,0.16752192378,0.00266746082343,0.0913769975305,0.536712765694,0.201720818877
18,0.304655194283,0.00124666036572,0.0178589224815,0.539526581764,0.136712610722
19,0.172486901283,0.00335783394985,0.0211181547493,0.206527024508,0.596510112286
20,0.000315450539347,0.00796607881784,0.263309776783,0.00274541671388,0.725663304329
21,0.310471147299,0.00536447530612,0.0256227124482,0.252825886011,0.405715793371
22,0.000216466141865,0.0083379317075,0.0838932469487,0.00432790722698,0.903224468231
23,0.614788591862,0.000607171619777,0.00569096393883,0.139301046729,0.239612191916
24,0.00514326244593,0.0363984927535,0.131527885795,0.00230630673468,0.82462400198
25,0.731578528881,0.000579293584451,0.00386171205901,0.103379368782,0.160601183772
26,0.0909199938178,0.0112931570038,0.0890079438686,0.0473978556693,0.761381089687
27,0.940397620201,0.000709740968887,0.000638661149424,0.00150116952136,0.056752808392
28,0.00536096747965,0.032850086689,0.0632686540484,0.00538730807602,0.893132984638
29,0.33614936471,0.00165226357058,0.0411391183734,0.45376086235,0.167298361659
30,0.261415094137,0.000741339405067,0.0251435674727,0.633946120739,0.0787538662553
31,0.173433467746,0.00663835788146,0.0868092477322,0.0711297467351,0.661989212036
32,0.768575966358,8.4708633949e-05,0.000144720164826,0.0608739443123,0.170320600271
33,0.0384428836405,0.0068501457572,0.201746016741,0.0160220898688,0.73693883419
34,0.962080955505,0.000271367491223,0.000371643021936,0.0267988666892,0.0104771768674
35,0.329766869545,0.0171159785241,0.0222289692611,0.0148253990337,0.616062700748
36,0.417459875345,0.00190222740639,0.0163863245398,0.292712718248,0.27153891325
37,0.00853414740413,0.00869973376393,0.0538424178958,0.00259714294225,0.926326572895
38,0.801174044609,8.63472087076e-05,0.000398865813622,0.092845723033,0.105495087802
39,0.206997767091,0.000738577917218,0.0193611904979,0.612620055676,0.160282403231
40,0.65670645237,0.00200361036696,0.0116600152105,0.0351759977639,0.294453829527
41,0.0277547705919,0.00279344804585,0.015418920666,0.26158747077,0.692445456982
42,0.00177570793312,0.0207309275866,0.0493994802237,0.000847270828672,0.927246570587
43,0.483546495438,0.0014332740102,0.00431899214163,0.124358490109,0.386342763901
44,0.000746190547943,0.0476077497005,0.244799003005,0.00211416231468,0.704732894897
45,0.151113003492,0.0157523918897,0.12283551693,0.107427537441,0.602871537209
46,0.319256991148,0.00528540555388,0.0555386990309,0.0508599206805,0.56905901432
47,0.241570353508,0.00873782578856,0.0435326248407,0.215571761131,0.490587472916
48,0.427412927151,0.0025955371093,0.0666348785162,0.263825774193,0.239530906081
49,0.288846343756,0.00115478225052,0.0147632146254,0.495710521936,0.19952505827
50,0.0232770126313,0.0036067601759,0.0586649738252,0.200079366565,0.714371860027
51,0.285125941038,0.0897646546364,0.102570056915,0.00756787182763,0.51497143507
52,0.137486979365,0.00150996551383,0.0252709202468,0.714345395565,0.12138672173
53,0.9697727561,0.000261891807895,0.000536614796147,0.0169060882181,0.0125227179378
54,0.113004311919,0.0165593717247,0.019133573398,0.00314345490187,0.848159253597
55,0.00537471333519,0.0165366251022,0.155274748802,0.0180068146437,0.804807066917
56,0.619219183922,0.00943844020367,0.0413717366755,0.151960015297,0.178010687232
57,0.564234733582,0.000333282689098,0.00994086358696,0.378914952278,0.0465762093663
58,0.00221256958321,0.0406726300716,0.182118922472,0.00272205099463,0.772273778915
59,1.986692223e-05,0.002702124184,0.0182851366699,0.000238931708736,0.97875392437
60,0.503360688686,0.000318738486385,0.0021345668938,0.124709650874,0.369476318359
61,0.760518372059,0.00282952585258,0.0529855899513,0.0641510561109,0.11951546371
62,0.129662424326,0.00363029935397,0.124668769538,0.518328309059,0.223710224032
63,0.23887643218,0.00377359846607,0.0221811328083,0.283808529377,0.451360315084
64,0.000138890565722,0.0259749572724,0.169048473239,0.00103446666617,0.803803265095
65,0.000638759403955,0.0420662760735,0.0634587481618,8.64372050273e-05,0.893749833107
66,0.755211234093,0.00018041866133,0.00117806275375,0.199230536819,0.0441997759044
67,0.968275010586,0.000367163098417,0.000748991267756,0.0154482787475,0.0151605242863
68,0.0468179993331,0.00477153295651,0.0688590854406,0.437091320753,0.442460089922
69,0.455290526152,0.000532340549398,0.0205603484064,0.426179260015,0.0974374637008
70,5.18688575539e-05,0.00363549333997,0.0103770280257,0.000147696933709,0.985787987709
71,0.00499129341915,0.00865800119936,0.054846316576,0.0392110273242,0.892293393612
72,0.904305100441,6.8445391662e-05,0.00020790794224,0.0458024330437,0.0496161393821
73,0.00745139410719,0.106106452644,0.202237889171,0.0119076697156,0.672296583652
74,0.185860320926,0.00145309022628,0.012235336937,0.299983173609,0.500468015671
75,0.000620307284407,0.0133652202785,0.0809061676264,0.00349519192241,0.901613175869
76,0.478465259075,0.0927800685167,0.0666466578841,0.0182492434978,0.343858808279
77,0.902596771717,0.000736916845199,0.000822938105557,0.00826255977154,0.0875808298588
78,0.00455036014318,0.00684326188639,0.0479158461094,0.0021903377492,0.938500225544
79,0.359549224377,0.00127391598653,0.0183105655015,0.339342951775,0.281523317099
80,0.90782892704,0.00170855945908,0.00240309373476,0.036195833236,0.0518635772169
81,0.00593057600781,0.0202991440892,0.0614756196737,0.00321051082574,0.90908408165
82,0.00574993574992,0.012511972338,0.0937540084124,0.00792292598635,0.880061149597
83,0.657335758209,0.000291165808449,0.00650434521958,0.249607518315,0.0862612128258
84,0.00076439260738,0.040432497859,0.113607674837,0.00514366617426,0.84005177021
85,0.282274961472,0.000429631705629,0.0190164558589,0.633952915668,0.0643260702491
86,0.00504728686064,0.0782354623079,0.270992666483,0.000872713222634,0.644851863384
87,0.0217948425561,0.00459806341678,0.24867631495,0.589856564999,0.135074198246
88,0.251257836819,0.00176967028528,0.11866234988,0.314873993397,0.313436180353
89,0.00010868426034,0.00987237133086,0.114403270185,0.00129967357498,0.874315977097
90,0.846342384815,0.000392077083234,0.000836493622046,0.0119207277894,0.140508398414
91,0.000166900703334,0.0111203491688,0.0645154565573,0.000626484979875,0.923570811749
92,1.12542020361e-05,0.00614360487089,0.0520382784307,0.000416470080381,0.94139033556
93,0.797746062279,0.0019505842356,0.00441740639508,0.00629011774436,0.189595773816
94,0.445318639278,0.000953806273174,0.022090960294,0.36943307519,0.162203595042
95,0.0135643426329,0.00789304636419,0.0354507900774,0.00375689170323,0.939334988594
96,0.571341991425,0.000156956026331,0.0051202699542,0.398191154003,0.0251896847039
97,0.52836894989,0.000959302007686,0.0199208315462,0.309203624725,0.141547292471
98,0.000569728726987,0.00760255428031,0.0522671677172,0.00478609045967,0.934774458408
99,0.399637132883,0.0465221442282,0.0461237281561,0.00361702986993,0.504099965096
100,0.307949453592,0.0011463429546,0.00997512321919,0.319864988327,0.361064076424
101,0.59307295084,0.00249822251499,0.0101784681901,0.0343810245395,0.359869301319
102,0.795480012894,0.00114628009032,0.00335328397341,0.0907586440444,0.109261721373
103,0.408792644739,0.000620053499006,0.00456224242225,0.288121700287,0.297903299332
104,0.27402728796,0.0015240542125,0.0257795229554,0.28964984417,0.409019231796
105,0.269239395857,0.00285446248017,0.0112144844607,0.293328136206,0.423363536596
106,0.55959457159,0.000542636553291,0.0120433308184,0.272358298302,0.155461117625
107,0.45917353034,0.000385185703635,0.0126740224659,0.447743028402,0.080024138093
108,0.046082355082,0.00303998822346,0.0592163018882,0.682692110538,0.208969250321
109,0.984159231186,0.00011106482998,9.01868843357e-05,0.00675987359136,0.00887954980135
110,0.243947297335,0.00140008027665,0.00790861807764,0.265410065651,0.481333941221
111,0.30406922102,0.00100187864155,0.0195256620646,0.552295446396,0.123107820749
